ue_id,loc_x,loc_y,tick,cell_lat,cell_lon,cell_id,cell_az_deg,cell_carrier_freq_mhz,distance_km,relative_bearing,cell_rxpower_dbm,sinr_db
9,71.81025840602075,-41.01942524793117,0,90.0,180.0,3,240,2100,16.495499505392004,48.18974159397925,-100.24154382488244,-3.423812546472202
10,-84.24844052743063,-72.61091071466358,0,90.0,180.0,3,240,2100,16.711514191956873,204.24844052743066,-100.35423855222878,-3.819324788313543
11,168.93981193739694,72.44550612911789,0,90.0,180.0,3,240,2100,14.485464330169759,311.06018806260306,-99.11217815683166,-1.8813175797660704
12,100.35545769761558,-8.008160484069052,0,90.0,180.0,3,240,2100,16.205204677391745,19.644542302384423,-100.08705669662459,-3.051457612372884
13,31.732047686747137,-59.339037859821964,0,90.0,180.0,3,240,2100,16.626373043409153,88.26795231325286,-100.31019793625572,-3.676141108787783
14,32.548561456360915,-64.41091378393062,0,90.0,180.0,3,240,2100,16.659771218683574,87.45143854363909,-100.32737684176703,-3.7316736032730895
15,-172.49221445229355,9.693218042811537,0,90.0,180.0,3,240,2100,16.006008027280377,292.4922144522935,-99.98121630849462,-2.7595069269917687
16,165.05384529364312,-70.09005419373449,0,90.0,180.0,3,240,2100,16.695890392008437,314.9461547063569,-100.34757899680707,-3.7139428411166344
17,-5.731990240317572,30.86748534686646,0,90.0,180.0,3,240,2100,15.6999349286644,125.7319902403176,-99.81205785978725,-3.0114639056159453
18,102.14167318305368,-39.077789567009845,0,90.0,180.0,3,240,2100,16.480569152397432,17.858326816946317,-100.23078048246057,-3.3329687348467973
19,-149.5597429626567,28.79137854985224,0,90.0,180.0,3,240,2100,15.734442040013318,269.55974296265674,-99.83054796779,-2.6089187145183415
20,-5.482922973713755,41.00589876652407,0,90.0,180.0,3,240,2100,15.511853931511117,125.48292297371376,-99.707080671421,-2.8020070858033312
21,-2.6144524155497777,48.33902487895071,0,90.0,180.0,3,240,2100,15.349718898120114,122.6144524155498,-99.6157096437008,-2.649787766148835
22,158.18857960596938,-70.83781418453265,0,90.0,180.0,3,240,2100,16.700550388074742,321.8114203940306,-100.3494683996153,-3.7326556239650315
23,25.815624986413155,74.51204003497341,0,90.0,180.0,3,240,2100,14.36021736592476,94.18437501358687,-99.03793887644093,-1.8976100697481866
24,-8.989056302782217,-48.78863315128157,0,90.0,180.0,3,240,2100,16.553106056006893,128.98905630278222,-100.27194137380624,-3.6216735777131035
25,-83.3203027755437,-83.49068794021687,0,90.0,180.0,3,240,2100,16.776277818196018,203.32030277554372,-100.38747686902104,-4.194377793346796
26,-61.32435969402803,9.832420541609508,0,90.0,180.0,3,240,2100,16.004273139328184,181.32435969402803,-99.97839706936135,-3.023405160434451
27,7.163436916486489,-22.917140673789888,0,90.0,180.0,3,240,2100,16.346808201206397,112.83656308351351,-100.16374410176087,-3.595076496608289
28,-21.890937928926917,58.999586912756826,0,90.0,180.0,3,240,2100,15.054154659852829,141.89093792892692,-99.4468044139265,-2.3923605504151677
29,-172.5979834975123,55.18019436877256,0,90.0,180.0,3,240,2100,15.170340450498845,292.59798349751225,-99.51231635513851,-2.269012023600575
30,116.95699448951177,-32.656628463597436,0,90.0,180.0,3,240,2100,16.429542726498372,3.0430055104882285,-100.20163877642341,-3.2376590358740636
31,143.23054516771788,81.72857801204776,0,90.0,180.0,3,240,2100,13.732961365930848,336.7694548322821,-98.65185996739721,-1.4345314772501203
0,49.14188576958276,-16.14763375902716,1,-90.0,-180.0,1,0,2100,15.922222011563727,229.14188576958273,-99.93472704334116,-3.0186060431912827
1,18.8735995414294,64.98386924385431,1,-90.0,-180.0,1,0,2100,16.66347494035598,198.8735995414294,-100.32960639783082,-3.7494238036812764
2,20.50519504127695,-48.27628509126979,1,-90.0,-180.0,1,0,2100,15.351223725588559,200.50519504127692,-99.61637685841467,-2.6323989621217025
3,-69.67344011134568,-79.84096906537341,1,-90.0,-180.0,1,0,2100,13.938517781693482,110.32655988865429,-98.78412334007913,-1.5996854125757245
4,-168.91735329243576,-39.33947391310202,1,-90.0,-180.0,1,0,2100,15.545301046786246,11.082646707564209,-99.7301906423695,-2.4850473762425067
5,-21.6850714018575,-37.086057515622265,1,-90.0,-180.0,1,0,2100,15.588820877224036,158.3149285981425,-99.74997209367551,-2.8462346063913158
6,-101.99963492794484,28.817046605706196,1,-90.0,-180.0,1,0,2100,16.397738802471842,78.00036507205516,-100.19158768829185,-3.2390015078673313
7,166.09955800969823,38.5222580571473,1,-90.0,-180.0,1,0,2100,16.476256013968616,346.0995580096982,-100.23054957289112,-3.2443556357335854
8,146.78049114014686,-8.817324427084216,1,-90.0,-180.0,1,0,2100,16.01685582032969,326.78049114014686,-99.98848476559415,-2.805272927362694
9,71.78073937799621,-41.091070847450595,1,-90.0,-180.0,1,0,2100,15.510114004024754,251.7807393779962,-99.70581602296285,-2.621167353116418
10,-84.52907488986787,-70.72767206065777,1,-90.0,-180.0,1,0,2100,14.578824587934372,95.47092511013216,-99.1688983651015,-1.9925130915194853
11,168.55417280431573,72.59906119842154,1,-90.0,-180.0,1,0,2100,16.7114413189418,348.5541728043157,-100.34986399811042,-3.76965081621322
12,98.46413259552929,-7.387574389128787,1,-90.0,-180.0,1,0,2100,16.03431404936142,278.46413259552924,-99.9965422490895,-2.9199076259168595
13,31.580641989843286,-58.99928016281595,1,-90.0,-180.0,1,0,2100,15.054164554828535,211.58064198984326,-99.44646714514349,-2.3802144373242355
14,29.911812367563584,-62.74414772082506,1,-90.0,-180.0,1,0,2100,14.925422430462293,209.91181236756356,-99.37207355632736,-2.288057289390307
15,-172.88212069255542,10.221883421601163,1,-90.0,-180.0,1,0,2100,16.227540492144477,7.117879307444582,-100.10122001037537,-2.942518994738305
16,165.06699982321567,-71.13405196170653,1,-90.0,-180.0,1,0,2100,14.55751292241674,345.06699982321567,-99.16230912195698,-1.928124973922457
17,-7.178779335330404,31.861144442229588,1,-90.0,-180.0,1,0,2100,16.423036150228686,172.82122066466957,-100.204085569708,-3.578026979735769
18,106.4991037120704,-38.511665498147416,1,-90.0,-180.0,1,0,2100,15.561509282239559,286.4991037120704,-99.73551930283276,-2.575859759815351
19,-145.08499607741032,28.148409943934354,1,-90.0,-180.0,1,0,2100,16.39209546191636,34.915003922589676,-100.18899333960964,-3.155409311939061
20,-5.748787625766113,41.101129094069705,1,-90.0,-180.0,1,0,2100,16.496122912002676,174.2512123742339,-100.24252465096741,-3.5934930148838657
21,-2.744095523040727,48.30032103149489,1,-90.0,-180.0,1,0,2100,16.549581465175915,177.25590447695924,-100.27048479564198,-3.622811782433046
22,158.35791359540076,-72.88703562973552,1,-90.0,-180.0,1,0,2100,14.459990691785839,338.3579135954007,-99.10210211965833,-1.8714054120802917
23,25.79596767276618,75.4171970548579,1,-90.0,-180.0,1,0,2100,16.7286246442961,205.79596767276618,-100.36311749730214,-3.9206300149047446
24,-9.71991843075412,-48.2244353976885,1,-90.0,-180.0,1,0,2100,15.352465645025296,170.2800815692459,-99.6171590051436,-2.6480634568427046
25,-81.91264766053408,-84.34070639185494,1,-90.0,-180.0,1,0,2100,13.353454507831898,98.08735233946595,-98.41440120912081,-1.2147301001287443
26,-61.16848185472213,9.906535625192078,1,-90.0,-180.0,1,0,2100,16.224389035388906,118.83151814527787,-100.09847563588785,-3.2028399669650702
27,6.6953355246668025,-22.670216086066745,1,-90.0,-180.0,1,0,2100,15.829756666899732,186.69533552466677,-99.8838234705552,-3.191450075349751
28,-21.592861662957034,58.90267435772776,1,-90.0,-180.0,1,0,2100,16.62344680090645,158.40713833704297,-100.30884017347952,-3.683092362591468
29,-173.50783031448836,54.58663110305443,1,-90.0,-180.0,1,0,2100,16.594032753529657,6.492169685511669,-100.29057819084808,-3.444986600651842
30,115.66548421224599,-30.780906147295298,1,-90.0,-180.0,1,0,2100,15.701398013162622,295.665484212246,-99.81409211659762,-2.6489170455069995
31,144.08386145043517,81.93482576886112,1,-90.0,-180.0,1,0,2100,16.76726937758902,324.08386145043517,-100.38107165259522,-4.093402607683354
0,49.14188576958276,-16.14763375902716,1,0.0,0.0,2,120,2100,15.553338612091428,350.94764913782694,-99.73065301292812,-2.708987088477071
1,18.8735995414294,64.98386924385431,1,0.0,0.0,2,120,2100,15.816050278152856,248.58414640879488,-99.87616551586461,-3.0895746383181244
2,20.50519504127695,-48.27628509126979,1,0.0,0.0,2,120,2100,15.560517091907297,42.653323115371904,-99.7347824672984,-2.8140543803737197
3,-69.67344011134568,-79.84096906537341,1,0.0,0.0,2,120,2100,16.080151701411115,69.53840569677789,-100.02047091612752,-3.523121847933699
4,-168.91735329243576,-39.33947391310202,1,0.0,0.0,2,120,2100,16.557317701320912,73.19864405075748,-100.27388084764759,-3.3079348574779797
5,-21.6850714018575,-37.086057515622265,1,0.0,0.0,2,120,2100,15.361623871043102,86.05030637172953,-99.62328924004895,-2.6522846175504986
6,-101.99963492794484,28.817046605706196,1,0.0,0.0,2,120,2100,16.230267363817024,179.35478925365567,-100.1004866198116,-3.1040090776001303
7,166.09955800969823,38.5222580571473,1,0.0,0.0,2,120,2100,16.557617039889816,256.792593061582,-100.27452368339092,-3.3090087821470746
8,146.78049114014686,-8.817324427084216,1,0.0,0.0,2,120,2100,16.60211760400199,345.80894870207356,-100.29586429950841,-3.2654813547249075
9,71.78073937799621,-41.091070847450595,1,0.0,0.0,2,120,2100,15.955754851441185,12.55531281355195,-99.95291398137383,-2.997675809787317
10,-84.52907488986787,-70.72767206065777,1,0.0,0.0,2,120,2100,16.099723710799193,79.19097018396513,-100.03097260735042,-3.3226347926264808
11,168.55417280431573,72.59906119842154,1,0.0,0.0,2,120,2100,16.29339557713526,243.55871650354703,-100.13480588551221,-3.4610397993802993
12,98.46413259552929,-7.387574389128787,1,0.0,0.0,2,120,2100,16.20912728734774,337.46801110173044,-100.09003084542752,-3.0603587634596616
13,31.580641989843286,-58.99928016281595,1,0.0,0.0,2,120,2100,15.778637541142007,42.53233066591429,-99.855944760427,-3.0099028610109233
14,29.911812367563584,-62.74414772082506,1,0.0,0.0,2,120,2100,15.819033671205778,45.59257232868981,-99.87819504014001,-3.0674863439173086
15,-172.88212069255542,10.221883421601163,1,0.0,0.0,2,120,2100,16.741529389511648,205.50458553811995,-100.36926440709419,-3.3406111671268808
16,165.06699982321567,-71.13405196170653,1,0.0,0.0,2,120,2100,16.304190897691445,54.96775868805844,-100.14064803797011,-3.43489498778286
17,-7.178779335330404,31.861144442229588,1,0.0,0.0,2,120,2100,15.103749529610957,228.63114620037192,-99.47627984816724,-2.4878935252309557
18,106.4991037120704,-38.511665498147416,1,0.0,0.0,2,120,2100,16.253325887566096,9.690703274454052,-100.11294947023876,-3.1485951827922536
19,-145.08499607741032,28.148409943934354,1,0.0,0.0,2,120,2100,16.535043932139473,193.06961584811512,-100.2620006308862,-3.2632852789042306
20,-5.748787625766113,41.101129094069705,1,0.0,0.0,2,120,2100,15.344167976183433,233.45003731498542,-99.6132099837431,-2.6575550514033974
21,-2.744095523040727,48.30032103149489,1,0.0,0.0,2,120,2100,15.498802857623964,237.55754278923655,-99.70016219121004,-2.779435058137765
22,158.35791359540076,-72.88703562973552,1,0.0,0.0,2,120,2100,16.282398257705303,53.521736245993225,-100.12904995467386,-3.4554362894508395
23,25.79596767276618,75.4171970548579,1,0.0,0.0,2,120,2100,15.962631017747864,246.4591384322169,-99.95640570187176,-3.337514235423131
24,-9.71991843075412,-48.2244353976885,1,0.0,0.0,2,120,2100,15.511056637693926,68.57691898525655,-99.70723134363836,-2.786317035031229
25,-81.91264766053408,-84.34070639185494,1,0.0,0.0,2,120,2100,16.111092196664917,65.60337041015887,-100.03720097144141,-3.756720791555232
26,-61.16848185472213,9.906535625192078,1,0.0,0.0,2,120,2100,15.741427606122441,161.27453352265076,-99.8351862677882,-2.8077388205268723
27,6.6953355246668025,-22.670216086066745,1,0.0,0.0,2,120,2100,14.780897991395582,44.404276749950895,-99.28688612105485,-2.27624801354842
28,-21.592861662957034,58.90267435772776,1,0.0,0.0,2,120,2100,15.73590871416875,227.48476655561558,-99.8320037206716,-2.98487394596733
29,-173.50783031448836,54.58663110305443,1,0.0,0.0,2,120,2100,16.449687301119024,235.40373098804525,-100.21760925149913,-3.3386010282982626
30,115.66548421224599,-30.780906147295298,1,0.0,0.0,2,120,2100,16.3372714186947,3.4595525872436497,-100.15709493944466,-3.1675335889947753
31,144.08386145043517,81.93482576886112,1,0.0,0.0,2,120,2100,16.189949096124312,244.75160927021443,-100.07943119828184,-3.6683163563182686
0,49.14188576958276,-16.14763375902716,1,90.0,180.0,3,240,2100,16.28498482133128,70.85811423041724,-100.13147662840831,-3.310306009192949
1,18.8735995414294,64.98386924385431,1,90.0,180.0,3,240,2100,14.839675046423547,101.12640045857063,-99.32247494297164,-2.23582635387406
2,20.50519504127695,-48.27628509126979,1,90.0,180.0,3,240,2100,16.549407654823252,99.49480495872308,-100.27031544170974,-3.6054593976244256
3,-69.67344011134568,-79.84096906537341,1,90.0,180.0,3,240,2100,16.75501641630988,189.6734401113457,-100.37633831149998,-4.028207467177555
4,-168.91735329243576,-39.33947391310202,1,90.0,180.0,3,240,2100,16.48259443827673,288.9173532924358,-100.23712940898868,-3.2539177771788053
5,-21.6850714018575,-37.086057515622265,1,90.0,180.0,3,240,2100,16.465018386182884,141.6850714018575,-100.22570175130923,-3.549853139854058
6,-101.99963492794484,28.817046605706196,1,90.0,180.0,3,240,2100,15.73402259851998,221.99963492794484,-99.82955354525936,-2.6940776755687166
7,166.09955800969823,38.5222580571473,1,90.0,180.0,3,240,2100,15.561303533753168,313.9004419903018,-99.73523820670617,-2.4930802064567503
8,146.78049114014686,-8.817324427084216,1,90.0,180.0,3,240,2100,16.213426869026154,333.21950885985314,-100.09356042501057,-2.9644271206238253
9,71.78073937799621,-41.091070847450595,1,90.0,180.0,3,240,2100,16.49604618778329,48.21926062200379,-100.24183189986297,-3.4245448602104096
10,-84.52907488986787,-70.72767206065777,1,90.0,180.0,3,240,2100,16.699865351111885,204.5290748898679,-100.34823613581959,-3.7799754968004047
11,168.55417280431573,72.59906119842154,1,90.0,180.0,3,240,2100,14.4766785154115,311.4458271956843,-99.10693642239953,-1.8762554367567374
12,98.46413259552929,-7.387574389128787,1,90.0,180.0,3,240,2100,16.198852562029888,21.535867404470707,-100.0838847963052,-3.0511716925503456
13,31.580641989843286,-58.99928016281595,1,90.0,180.0,3,240,2100,16.624095375386627,88.41935801015671,-100.30901590617547,-3.6729541258784684
14,29.911812367563584,-62.74414772082506,1,90.0,180.0,3,240,2100,16.648918183621188,90.08818763243642,-100.32180500006183,-3.7143592226696858
15,-172.88212069255542,10.221883421601163,1,90.0,180.0,3,240,2100,15.999403191394416,292.8821206925554,-99.97760973275977,-2.754758010800363
16,165.06699982321567,-71.13405196170653,1,90.0,180.0,3,240,2100,16.702390535462655,314.93300017678433,-100.35091082487367,-3.7372429667723503
17,-7.178779335330404,31.861144442229588,1,90.0,180.0,3,240,2100,15.682988205485659,127.17877933533038,-99.80260571985681,-2.98797204238642
18,106.4991037120704,-38.511665498147416,1,90.0,180.0,3,240,2100,16.476173592488063,13.500896287929606,-100.22777363577771,-3.3179593774443643
19,-145.08499607741032,28.148409943934354,1,90.0,180.0,3,240,2100,15.744891792293704,265.0849960774103,-99.83624180566133,-2.62122105796256
20,-5.748787625766113,41.101129094069705,1,90.0,180.0,3,240,2100,15.509908330350447,125.74878762576611,-99.70598885699302,-2.799831698194122
21,-2.744095523040727,48.30032103149489,1,90.0,180.0,3,240,2100,15.35064748588896,122.7440955230407,-99.61622940887919,-2.650582709504559
22,158.35791359540076,-72.88703562973552,1,90.0,180.0,3,240,2100,16.71321082303654,321.64208640459924,-100.35595264962181,-3.7809803061829412
23,25.79596767276618,75.4171970548579,1,90.0,180.0,3,240,2100,14.299997410296193,94.20403232723385,-99.00158299375622,-1.8569031273034822
24,-9.71991843075412,-48.2244353976885,1,90.0,180.0,3,240,2100,16.549032612828942,129.7199184307541,-100.26980900384363,-3.618167382162227
25,-81.91264766053408,-84.34070639185494,1,90.0,180.0,3,240,2100,16.781165359192546,201.9126476605341,-100.38994754767965,-4.249824986315107
26,-61.16848185472213,9.906535625192078,1,90.0,180.0,3,240,2100,16.00334820986579,181.16848185472213,-99.97789985809602,-3.023385324136819
27,6.6953355246668025,-22.670216086066745,1,90.0,180.0,3,240,2100,16.34461903005586,113.3046644753332,-100.16256822274782,-3.597781133775211
28,-21.592861662957034,58.90267435772776,1,90.0,180.0,3,240,2100,15.057275952436207,141.59286166295703,-99.44859129894805,-2.395032381486824
29,-173.50783031448836,54.58663110305443,1,90.0,180.0,3,240,2100,15.187243495254723,293.5078303144883,-99.52203709167,-2.2784195980079356
30,115.66548421224599,-30.780906147295298,1,90.0,180.0,3,240,2100,16.41413212597373,4.334515787754015,-100.19397864740387,-3.222092088328456
31,144.08386145043517,81.93482576886112,1,90.0,180.0,3,240,2100,13.707710268819365,335.91613854956483,-98.635941005484,-1.418630708982186
0,49.1234705780096,-16.148258767748658,2,-90.0,-180.0,1,0,2100,15.92221354858113,229.12347057800957,-99.93472063980069,-3.018696421483246
1,18.88459250730429,65.61166048738974,2,-90.0,-180.0,1,0,2100,16.66751744581446,198.8845925073043,-100.33169806858605,-3.7571626863986674
